Docente,Cargo,Nota_RAD,Unidade,Ano
7b5942b82fdbbbfa5047c775d553eb78ed8e636483907692aa2bee45b7a87fa0,Professor Assistente,67.07,Reitoria,2020
0e5fefbac8e92946345f1c1f6d0e173fcb90f3167eb872d70f67595964d7840d,Professor Adjunto,159.93,ICB,2020
3078e98f1d7301e27210ffc96a36b72b4cfaa992335c2c40370f12a828a858ac,Professor Adjunto,245.69,Garanhuns,2020
7c1a6ab06c88b940030ee6fc27c7c1b8e9c018562e999bfb74ad7dba5ce8c9a2,Professor Adjunto,178.97,Petrolina,2020
de5234b6d232fcb064af0e749022f72383225b4efceec5f28be33951cfed67c0,Professor Auxiliar,58.4375,FCM,2020
f28bd4fbd0bf326a355b6566d7fc73d5df7b1ea4c97697fe40f3fbd86746dd14,Professor Adjunto,157.3,Reitoria,2020
af83debb674c7ad0c8a18ced68b9cebc24116cc43170ab88a8e8aac803af0e09,Professor Adjunto,103.68,ICB,2020
58dc3aa67dc17586ea32657419784984e21cf40592746a81b08ef1e924d05c25,Professor Adjunto,74.12,FCM,2020
cc681809a3772ee624194344b85761995e3710d35e24961c43c7a2e2e25f06eb,Professor Assistente,152.77,FENSG,2020
55bcd88e8a8466c4166886f00d8d7d542fb16103f831bd362189f064166ac573,Professor Adjunto,,FCM,2020
a2b33320fc1c6963e352ad1e79177072cc134a0fdef717fe23d418dc65554532,Professor Adjunto,54.965,FCM,2020
0d4d8880989080ab6d9f14f7a305a17e9cafed5dcfd3d3135f74c333f2fb796d,Professor Adjunto,104.39,FCM,2020
777ab79fb13ca6861fc2adb04c295a39d44f174b098dbbb2047132877b2be984,Professor Adjunto,128.78,Garanhuns,2020
7fbcb23b34087f072e6fce20fd0f0c97691f5c495a242a803b729eb37d07181a,Professor Adjunto,29.79,Mata Norte,2020
d2d4a4231fe8df6aef78ba42eca6a74fd914602385aebcb1be0e8622a60f040e,Professor Adjunto,45.3975,Petrolina,2020
347acb985667fe7901e34707250f038e86b6716b74cc6da5c0bf5414b4de1211,Professor Assistente,41.0475,Caruaru,2020
0d0ef77fdb0e3a69d6bf55ba76eb6f1f5bb88dc12ce8da14e5d3c9fb25d04b8e,Professor Adjunto,54.88,Garanhuns,2020
5b301d6c76ba2df735c2e26ac8fcbbc5c1fa61e8f7b6e4992b1b50a293784a0f,Professor Assistente,28.58,Mata Norte,2020
544a677765e00c06e38f208afcd6f0ff4751f95bc0e50392c2aa599ae260643c,Professor Associado,260.26,FOP,2020
6f2f0f25ddbc020f772eac64934abf727161e84b2af4119c27ff77ef51f51928,Professor Adjunto,,FCM,2020
6a5f80660eff638baeebbda2c8d65bc7258a88f91b0f8747be237a98b77c6a01,Professor Auxiliar,,Petrolina,2020
3820446888c0e91cbe38d0b3f4ab5ea4ce96cfb1ab680cd8f2f8cc81df4c7d3b,Professor Adjunto,133.827,Petrolina,2020
942363fbe2eaba70016e77179130bab0b00e9f694838c320f801a1d3ddd307b8,Professor Adjunto,74.5825,Garanhuns,2020
204950cc87d50c8688cb73e7ce949d5e3f9781ccf4ed07655ff57fb4235372f6,Professor Adjunto,64.41,FOP,2020
8a63bf5b8cb12567d686097ebdd64a9d7901360f80d4b96fb332539a282e3cd0,Professor Assistente,30.1,POLI,2020
2ffe8f96b0b018f69992f1c9704f2815191d0832aaec1aaf7aa6ecedf78a08cc,Professor Associado,256.83,ESEF,2020
ff0be8d2dfee1e4cafe3a0b0d285a0b0151f50b5b22e115f7f9cfddfc66603ad,Professor Adjunto,26.31,POLI,2020
7b59fe24106c06b22d698353bc07f3f18727a6a9e1e0422bed4ad7b8ddc83b57,Professor Adjunto,82.87,POLI,2020
f5bc4bd676e6eccfef24d1e51d76a3b0350fceabd92a3323e0cdf5756ff8c369,Professor Assistente,69.64,Mata Norte,2020
7819f9a3bd4fa344428306d6cce8e61b648d6b04646f46f21c8f17afb8ec9f47,Professor Auxiliar,,ICB,2020
7d64b4848399334ca3b3eaedfe1e983f3e83d9dae86fa3b7c012f70cc9e32ff6,Professor Adjunto,173.81,Caruaru,2020
68a75a89fe744832b7cf22f6cf30bf05f11331a2933c34c54b29492f340aa8f9,Professor Adjunto,147.4,FENSG,2020
75e5441a4cf226d2149d45f5609dcce0cf4dee3fad1dd14db54390cf0f772cba,Professor Adjunto,180.81,Mata Norte,2020
cd0a9fcc2ca029d34ec2aff6648a950f7d9fc4fe5b95cf9305f223c43943ac75,Professor Assistente,6.5,Petrolina,2020
23a3e9eb6cf73d0fb77b3fe622b09bf56896851924d4c33ac8a56ddbf19f6614,Professor Adjunto,143.143,FOP,2020
280d1e40032d637f45e7ad9338b1e19912502769bb0b7955e1e0bc6d4421c629,Professor Adjunto,0.0,FENSG,2020
0b16153518c892b742128e1dd80f99119424965803ce5f365de202b09de7d050,Professor Adjunto,116.6,ICB,2020
ced1c032cdc149cdcdeb9e84df6727fba45692e9ec586747c5e07d9babf1c6a1,Professor Adjunto,256.67,FOP,2020
23262259fb49382dc13270bfdd680ec574fa5e8f94184f5b73f95d92c6a32e07,Professor Adjunto,0.0,POLI,2020
4181f2288de14f1500fe6f40a3486a0c7e5a7b751903a833ecda6f47ffa8c4a4,Professor Associado,138.03,Mata Norte,2020
eb93d0515d89956624587b9af2f1a08dc3e35df5cb96c056222742f8f9949f1f,Professor Adjunto,22.95,ESEF,2020
ee42d879467489860f50f7b282b9130976fe5e68f53b572b7f95725ead24ee8f,Professor Auxiliar,117.137,Petrolina,2020
8a17d9b05433db3379e53dd5e334029c3e8746babadce20ef0ef67375f7a635c,Professor Assistente,6.5,Petrolina,2020
cd79d166666eedf2db169ad32579104768993942689294a5c5d0e25d32a9512c,Professor Adjunto,,FCM,2020
4852b69bbe2040eadbdd47ec945923596fac6ad8299fa3a364efcc67ef442c6f,Professor Adjunto,51.03,FCM,2020
c3dd42d3a8fbbe93b30d7b56761c24024848ce10bf5e4966a15c5325565df833,Professor Adjunto,28.86,FOP,2020
fd293e455b4c8218c0012eb9792073aeff9afa3dd09dbf2408b8ac9b45804fb1,Professor Assistente,35.91,Mata Norte,2020
633068f19daa24f4f3c58ed07401dcc42813075a740fd5d295bf3128d1a55e32,Professor Adjunto,141.43,Reitoria,2020
19d9702cd4822e58ad60f333bf46f012e684856c382c2c8cf9843ac2c8a77b0d,Professor Adjunto,170.08,Mata Norte,2020
fbe38737300b15bcd0676efdde340ee9bfd1dc43bfa64fb130c046a75f374261,Professor Adjunto,,CISAM,2020
b3570e9ab2bae8ee52520f23743631bc7fd7b92eb9d48e07562a2a706525e0ee,Professor Auxiliar,31.28,Petrolina,2020
916153ff954ce2704c2bf7f2a08d8965a332a54f450df61fd96d4a51908d0672,Professor Assistente,87.38,FCM,2020
1931b3ddc77abe9649c68fb14175a404080fe309e363b685ccdf38a864c3db27,Professor Adjunto,13.05,POLI,2020
64cff167511a41871494a405d3dcf06e1011c614f2214ffa0ee7f106c0308917,Professor Adjunto,147.6,FCAP,2020
bd00a81a963aaf27df86d9dd51eec94bcbd4329a42d4342f2b0ceddb92015594,Professor Assistente,43.31,FCAP,2020
3e8a1f8c7b7a0d4f70c17ad7729d74297c3a1f42eebc97cb0fb31f0c88edc62f,Professor Adjunto,159.96,FCAP,2020
5a85ec31de69574d33724885f973f78e1c56ff25d744270b1f994fff51c32189,Professor Adjunto,103.73,Arcoverde,2020
7eabb2b96d72b2b234af3b7b17d3d5e00b4d13fe14e39e36641ce9c553b0b6c7,Professor Assistente,102.4,Petrolina,2020
d560c60ce76f1658f3425373f7e900e7a2568108ecd618b6c422868785e8973c,Professor Assistente,25.81,Caruaru,2020
96ebdfb607c8acc3d0fc9eac0cad624fd3ee39b5ad6720854718c68c8e24f57b,Professor Adjunto,,ICB,2020
98de8ab14f28cfbb7b0425a3c057ad3afe7acf82d1994311ecce6c30a738b347,Professor Auxiliar,125.815,Serra Talhada,2020
e4b3c37f2fc917d4a487874139ffce5cafe4516030f51ade0fcdd4f78cd19e27,Professor Adjunto,64.59,Mata Norte,2020
611310f8805d286d7c03a0450bfc9c1892432a1e47e1337ea175d7c26f7b6574,Professor Auxiliar,107.1,Garanhuns,2020
91452a63fb336877dd1e1ecf3ba68e817de47d76f4a64e1a0c0cd20a07de568f,Professor Associado,125.65,ICB,2020
c770ab1a135963ea3fe10ea6eec4ddd6ee2e74fa3f6d4afd941e1c78cf52e584,Professor Adjunto,79.98,Garanhuns,2020
3f9a3eee1fa714efab31dc7c794f8f58c3a8d12bd8dec1b22b7d1ddfdec0956c,Professor Adjunto,6.5,Caruaru,2020
75f61f4031443d1d202cae8af1bc7ab3121d3ef617e15b42b7c409534457ca57,Professor Adjunto,111.87,Caruaru,2020
492ba2ee4f1e26cd1f5880ee4a0031a0c48304c1c7902ccc18044baa03f297de,Professor Adjunto,125.51,FCM,2020
fafda4066cc53a9073a6862261496c131050944c157c164b0c6864bf0ecd0b13,Professor Assistente,22.55,Caruaru,2020
639a0be7593ec36d0051be868dfc00d5980f2ac25582951e4aa9b86d11f54d35,Professor Adjunto,120.64,FCM,2020
48290810896411601b39f2a6b267cdc4988b662e0c9d6dc4ebb782be480acb88,Professor Associado,224.78,Petrolina,2020
daa94f0fafb33a3640dd4b5039086ead5dd393daa4115ec655580932c8c18a2e,Professor Adjunto,0.0,POLI,2020
b192a94f78e80302c989ce44556f174ecd740537283e159ec09fe8cac4e91c70,Professor Adjunto,6.5,Petrolina,2020
f089c07f4b67207622d6e603f856c5d7972a327b12871fbb8b225ce2f23ac3c3,Professor Auxiliar,46.43,FCM,2020
79da98f63f7f0835c466c196ac2a3b5a94be0660bb4e25f2bbf909dbfbdfef70,Professor Adjunto,89.2,POLI,2020
847de907803491bade659c99ab4a08d5ff1d9f8a0f5d3d67087035b40a5a92a9,Professor Adjunto,104.76,FOP,2020
e0391811389d654b824ac3d7c3796a7214d5e24e4e84e0cb2f8a266c5f4b8fb1,Professor Assistente,36.195,POLI,2020
25894293996099c354251223062990176206657195a226ff7990e86ff388ebad,Professor Adjunto,,FCM,2020
22fbd779c8f39b0bb95c57b0f887cfe32177d60967aed977a7dbd9a3da820c0a,Professor Adjunto,96.29,FCM,2020
6fa81431ad0cd95d8772bbdb8e1755f1e165f0414cd667ce009e41d30aea2c4b,Professor Adjunto,130.39,Mata Norte,2020
11aeacfd61859f67dfd053b52191ab3ab348bce5af9bf2fb67fb53140473adf1,Professor Adjunto,14.08,FOP,2020
caafa23ea9f3ca780e6ce5cc664cf3e99d414b807927f760a75ec2c0eaf07442,Professor Adjunto,61.235,POLI,2020
9a3e4bdbfd7af53fdce33adc2103ca1ef583723aada8b91634249a6b2cbe9825,Professor Auxiliar,68.75,FCM,2020
1644fbb86eefd268093cbbedbef1ba2bcf36bedd0d67ea7642c1305dbf70936e,Professor Adjunto,116.42,Reitoria,2020
6d5898b58e4b1c6a3cd8a44f1f9ed3252bc0507f1bf245f62bf7825c1326ef7c,Professor Adjunto,111.08,Garanhuns,2020
dce72eeb83a7eb4e797e851614dd25637e57e95100bb41cadc02a3a882a6adb6,Professor Adjunto,42.18,FOP,2020
a19ee226e378e0564b3c9f0d76214412e6d224ee70e2dbd41d49a9cbd3ec84d8,Professor Adjunto,,FCM,2020
74bbcf773c82f8b9b1a44138238d135520fe7a0fb898af5c18292a6fe9d23eb8,Professor Assistente,,ICB,2020
d4064fbd6abfc9a72eb83e211cd0b24d794062bf9eb1f0cfb60e355abdc3627c,Professor Adjunto,132.18,Petrolina,2020
d2ba388084c4a8463d2bd0835931a072f48b208d4731ee7b27eac01a9613e837,Professor Assistente,72.85,Garanhuns,2020
d8e59baf97805d9c1f86e090bdacc48f8a7292e7f4a50f5e27c389da5c7206bb,Professor Assistente,,Petrolina,2020
4b22f8c8b606ddd472fca2e2b2090e9cbe4c44eb764962eca4d670cddeb3282e,Professor Auxiliar,120.35,Serra Talhada,2020
74b731ffdc3838cc6765e14b13f3fdac881a95c922977a16e111e0daffd26aed,Professor Adjunto,147.23,Mata Norte,2020
240f23f3ee6bb77437370b067f23acd1da622993fb05a1a40001e55dc353a402,Professor Assistente,93.6625,Serra Talhada,2020
77b0de4af64e23a9a460deaaef41e691ccd6a93fc96be3220eeee94b1b587745,Professor Adjunto,66.45,FOP,2020
8ed0b8bc623e494d20c6ecd780f530a73fc30bd4793697b07cc64502f9df18a0,Professor Assistente,68.04,Petrolina,2020
5dae8f24568e41db6e05b7d3df4fac6804110d710aa9aa54a1f5ac59649ddca9,Professor Adjunto,100.675,Petrolina,2020
3a6bfe1186c0756cb8b018e3ad47f4f97efa3da92fea0943e5924779a09241b6,Professor Adjunto,123.069,Garanhuns,2020
5d587de98ecd8f4fb1b546a741630f64b7572409fb9b4307be9e948eec72dc97,Professor Adjunto,120.2,Petrolina,2020
0bf90c7d081e4cefb14cae66a0b4fb23db09e4a97b6cfe0d539ee739734e89f7,Professor Adjunto,54.6,POLI,2020
0da4aa130d93f2e1de7308f8845d86ebf85fd8278bd7890f0ab5330d30bf9a65,Professor Assistente,12.77,FCM,2020
964df3158c4a429aa3cf386ce6c068f110931a9065ee22f5ffe3416ace1f550d,Professor Associado,247.81,Petrolina,2020
5a1ba0827639c35a38632d00cb1e1f5d299ee54e4c09db397d8581a9860665a2,Professor Assistente,76.535,Garanhuns,2020
c8075eb40d9525119dd55dc1a1c836362cc15bb70a3b1c8839068f750ce0b9de,Professor Assistente,102.92,FENSG,2020
8ee03001699fb24493c8380979be0d2d76cede9dfe693f7e3e3c9083d5d40914,Professor Assistente,76.17,Garanhuns,2020
82d697c9ac54c9ad0d56777ec51405023a5e300780b2d6a9fd160273a35a6d18,Professor Associado,91.58,FCM,2020
1210bf154b9c7cc6aa0fde421e42cc2aebf10f21f5b305b0fc60b96d1a400519,Professor Assistente,,Petrolina,2020
a64713b83c7aa3644e07284555a6893b13fcce599f13b60ad76d5e00e6dde49b,Professor Assistente,170.12,FCAP,2020
6f11b2ab4780e25b0f810301ae70ed60fcfabfc4515f009fb58a8829ef6d24de,Professor Assistente,61.3842,Garanhuns,2020
ebe3682394f1f1aa30d38830b75515c2a918999d0b9f9420c340f8e16297fb08,Professor Associado,195.405,FENSG,2020
6caabe4123786f8899d2a953b901e68cfe60bb85910e2e1cfdbfb1922c4523bd,Professor Adjunto,114.4,Petrolina,2020
7ee4971c222e1143f511357db75a186a6ce7d98380e4cfdc4cce5c28597df0e2,Professor Adjunto,238.49,FOP,2020
2b415bb8602a2402b16acc9820c2d08701c839ad3ecefd039702d52ed9643aa9,Professor Associado,123.47,FOP,2020
fff2579ddbe7fe69c36823fc4886a70dbd9be1d34d36b4c91e4d6286841da6f3,Professor Adjunto,10.07,POLI,2020
38e210e226ee5ecb7f2fe2e8defdaee7e320dba0b51dae3342f4d4bd5b4f4b46,Professor Adjunto,97.05,Petrolina,2020
5160bce32004cfee25c7b3b1fbb6931472edc902c57be16bb001b0c03b31747d,Professor Auxiliar,,FENSG,2020
29d40cdac13a92dda00abb469bea9a6ab232625abe63b064c53f0a9d1fed784d,Professor Assistente,6.5,Petrolina,2020
abb5d156fcd97dc9e44bec8ac5b4ceb9298fbf9576088c44de72d7b09028e5a2,Professor Adjunto,36.3,POLI,2020
c4ee1efb99edef505d7f4ae6ae4d99c91413198c6960376f0f87c58a406c78b8,Professor Adjunto,101.45,FENSG,2020
6a78be62d1bb0624aaab29c9943a2e16bb40e63796b38e9e1074a2ead8f512ae,Professor Assistente,37.23,Garanhuns,2020
b4fd5ea849b1c1b21fa5f868788570d974c19670082e6840e847f95216328a06,Professor Adjunto,74.54,Petrolina,2020
1a310e201f28c52f70045f52983774dfc3ca1240ea76c0f0ce5502914c2912c3,Professor Adjunto,87.55,FCAP,2020
4e42a747fdc7a6fa31ae7a98059eedc0908ad938b04c595e5f454b18b89d4906,Professor Adjunto,92.75,Petrolina,2020
460f84055f3432676ee77f17d7b5942967a7586fa8534c61378bf76065d72352,Professor Adjunto,72.62,FOP,2020
7644e9de08481d2092d3d0dbfddbd5816044de2838ac48ddaa5345deec7d3966,Professor Adjunto,89.07,Reitoria,2020
8c3b4550effc0881e4fe9ecb426cc59e759d1acd11b760a75356f561464154ec,Professor Auxiliar,,Garanhuns,2020
97311f3c6df32824bb4f52592bb88a3151aa9954d95ecdf5b02577b4502423b9,Professor Associado,,FCM,2020
b0bf837cac3de7dada841f9ec435d916e1804f577839c77bc28272453a39e3d9,Professor Adjunto,128.9,POLI,2020
388a89e6a5886074f1d9e86abbcdb93427c47532ff310b890e69241be75983ec,Professor Adjunto,6.3,POLI,2020
52d0bf3660a6cde96ba5ca82bdc868c8965ae8cd2b6737bba4ba1bd85e977c05,Professor Titular,193.3,FCM,2020
69862ebe63065baa8a96555573b26163b6b3ca93b3a9da789443cdaa4d71f1ac,Professor Adjunto,70.815,Petrolina,2020
048adf04e530fdcb369971d91b58c48542b744fbf460db07c7b29a980d9cfbbf,Professor Adjunto,230.14,FOP,2020
224a1981cf775f537c8f07277c8fc128c20d07dbefb8c27217458a7d20ec3540,Professor Adjunto,149.56,Garanhuns,2020
e4c6e0f086b6efea494820476b8d5c813f0539514b0df4bb3aedf8c42a5dd951,Professor Adjunto,100.045,Petrolina,2020
8d1dea6a0cd4feb3c0efa181b9f1b8e688fd2d92a4dba5e2ca62096a112a5e11,Professor Adjunto,103.42,FCM,2020
3cc21383eabbc6e533a85ef8c7faffbbda95cd0be297faee6b3507372987c307,Professor Assistente,15.56,FOP,2020
3c082f28928a54080fa6f6b58f37e5ee5b566ea5057f9730338cbdb054657f53,Professor Assistente,109.63,FCM,2020
596ade64edda6376a472626c0dca224b8cce83ddf3bf18fe03c3599fd5c060e4,Professor Associado,163.458,ICB,2020
37e43a4ad552fda61ac5f2d91f501a7375c5d6112efd9eaf7b96768fd3811f61,Professor Assistente,6.5,Mata Norte,2020
589d19490ae62b86a10f663577bcb25de59db470901e35e578cd750898c31e3b,Professor Adjunto,58.1,ICB,2020
67b8191674320ab421618314e48e0a7e7001c930985e352d3c1e329c0cc6ecdf,Professor Adjunto,99.4,Garanhuns,2020
e196a9dc95536048e5f14994adaafbb8de87e22be324f1d68c01ccccd5bb2474,Professor Adjunto,119.31,Petrolina,2020
595918511e51dc30d9e2befac136a5b429f7f10969a7691a86bceefcfc635497,Professor Adjunto,46.63,Reitoria,2020
077b46e2d22191f6d472677afb107b6c8539e32ed512ad2e0e9b7b32fdee1e13,Professor Associado,152.19,POLI,2020
9eedb8973647d3e2b94657551b2212ee52b8be10d7cb649a7d0228c7b172f5b3,Professor Adjunto,55.285,POLI,2020
26bae907e54c65f8872d6bcd0782f389145062beef64d92943d041c6f3b4b920,Professor Assistente,77.01,FCM,2020
6a673229cd25d157628e42bd362c703f2858e770072a7a16cc50824511b24ac2,Professor Adjunto,29.21,POLI,2020
a824e8941a01de6857b7149a4b8815974cc7924959343efade39e98f29b57f96,Professor Assistente,19.345,Garanhuns,2020
f5b3eaa6e3681b36e6f2c8209b6b42043f823b9359e970f3f796d185ed8658df,Professor Assistente,22.78,Caruaru,2020
194c6849601e6a6f6eec9ca2f901d9225872986e2bb413d4318dc7c9b0d41a1b,Professor Adjunto,247.83,FOP,2020
55db69d969a76a26235630b7ffbe2e7e461e90851c002e89435fd8d81e4ad19b,Professor Associado,167.505,Petrolina,2020
fd7d6bb2f37dfc35aab208cd3f54fa7858d67ba670af93fe443e04fc74dd8dec,Professor Adjunto,226.94,ESEF,2020
b820bace0cbd4f83440d7227ece7d030e32a43a85b0faa509100e15a7bc3da7e,Professor Assistente,54.3425,Petrolina,2020
96f358c8a5df689763a467463844ec814c4bc4f20b53561ff01e4a20c827ebdf,Professor Adjunto,142.345,Caruaru,2020
8d5c55b6dc80b0573f7ee35356aedd14b83f8f8ec42982503ca2a6ca15fa838d,Professor Adjunto,12.78,FOP,2020
96b8e88e90f579de2519aa1088fee35db6f3f73ed365a31995c5ae5e78c74473,Professor Adjunto,26.77,Petrolina,2020
549d930e50991e1a4f1bf89b9e27281a7340876c30a37597854fb9edd2db2603,Professor Assistente,94.01,Garanhuns,2020
1305c3c4b59ec345931d9f95f5a036dadf8d3b1f282d017eb49879ea0c6c7a02,Professor Adjunto,71.925,ICB,2020
80503117d97ceafed19e7bfecef4d5669f18ae28e92f3f2809389267500cae92,Professor Assistente,,FCM,2020
92fdbdc0b1634c57d33eec13b685c85d2877481353f4d8497556b902b3ae800c,Professor Adjunto,101.2,FOP,2020
6e5942ec50d7a3b8b71b0436b5f160ccb68136285ad83dd20a72ed20e2cdf0c6,Professor Assistente,57.83,Serra Talhada,2020
09fd4f7f147b0673c285aa3afed689163cf3ee07157313fd8169ad7ca2b41b4c,Professor Adjunto,171.26,Garanhuns,2020
3bbce695cb68b421e1edcfb29692909894f6a44813668dc57eb08a7788be8c0a,Professor Adjunto,99.07,FENSG,2020
02ca3fbb8800be92b4bc2ad520ff98354a07246332a4209c2c343c4f28b51f39,Professor Assistente,60.03,Petrolina,2020
a9cdf194e5b71332adbcb54d1964cea619d7cbb8f57e691bdc6055f63031f4a6,Professor Assistente,93.5,Petrolina,2020
ab0c90f87972a6e7f5359992a60a62852debdcea1ec9cd1515ce67463d4b432e,Professor Adjunto,183.47,Mata Norte,2020
e1a02525d4770858c785c5f1a42f23a5f5a47ac55c314a7a9ffdf7d25ce2e162,Professor Adjunto,23.9625,ICB,2020
7d2537b9a9d0b39ac082a97ff971abdaa2ce68488ef3abdbef7ebf343b31c90b,Professor Adjunto,74.82,POLI,2020
c12e0351081aa2547ec7e42b6ea0e47c1e3373e33724854ed242dc976bceb7cd,Professor Assistente,6.5,FCM,2020
4812b1ed4267d6948db33b7144aec46371f87beb2b57d0e9e3b5c9332eda3524,Professor Auxiliar,,FENSG,2020
4bf983753a3d8b68554e38787e662d05f499a9032edff2c300e17ac9d7b566b1,Professor Adjunto,48.485,FENSG,2020
9f7a8f88994939c3a9e6cb36b7e048d4877543ab90ae4ba4cec75af7d440cc6d,Professor Associado,158.31,FOP,2020
a63476f2818bfc74a58651a3b1b15a0676decf8c31305fe16a7f49648a0ff885,Professor Adjunto,448.48,FOP,2020
53095dfb1ff21ac7613c3739a4ea720328c6f77a1cfdf059cb4ad64141d1b92d,Professor Adjunto,6.5,FOP,2020
2eeb3953ce47d1032d893e49bb6ab8a20f759905531e598f5f0f4905d4d80975,Professor Adjunto,192.7,Mata Norte,2020
804c3d44787d9033acd8f2bf27cd344e8c2ee4daa3087031debb1b239ba6ae53,Professor Adjunto,168.253,FENSG,2020
3c6f81a5297a650f3b340e174f487680851feddfea7322682b1547bc4331f70d,Professor Associado,149.795,Reitoria,2020
b3b6209c5e8017c9e7af84a5065d5fbfdf49fd2bd7cdf575f391cfb7c56d6784,Professor Assistente,61.65,POLI,2020
4a68fc94b9b2e0632aef6956f2d7445c617831e704d50b67ab0b163a2f8a3d5e,Professor Adjunto,64.75,POLI,2020
7b3f06ceb82bee7fab0f5dc3b9f98f0e16bc4a199d000e39cdf67fafdc53365c,Professor Adjunto,37.36,POLI,2020
9f3f9005a3b5ed743da26a1a9245b3069266aa6feeeb439600a3d539ebb93274,Professor Adjunto,70.375,POLI,2020
aaf2c035e69034e5fa892257d0ff61350b04cfae4f0ada12f7101eac53a75074,Professor Assistente,,FCM,2020
4e4d0f0e0dcf385c02075d25395b83ee013bbba6654c1f8f2763a1e52f8425f8,Professor Associado,293.535,POLI,2020
13d1f572b2acaa3db342886a1a892bcec4777541ead29f7abe673d65c12d876c,Professor Auxiliar,12.89,FCAP,2020
566678f413bf183f636c7daad6e44a2f3993cb1ed80cfe243c152f71cb42941f,Professor Adjunto,64.22,FCM,2020
3f8ed4f1c50b3c1e753fc2e59bfb1706532485f09e771ad9617e409258900544,Professor Assistente,49.8,Mata Norte,2020
8ba2851c1c0bb602ee9c7c0e9f66412321e2527fe3f6099a7c4343befad06cdf,Professor Adjunto,107.13,Mata Sul,2020
ca67d57eaa9b6ca3dc520e8114cbbb7f0dd209f49ffc1bb3e1e86952654b31f7,Professor Assistente,55.57,Petrolina,2020
04e33effe5c2c7b9e17bd027e340f593dbfdf7829f494338ae23e5be6e9cc29d,Professor Adjunto,107.705,ICB,2020
66a368b33f97eae675807dbe28ba80eff52b51593db81dbfa5f2e3d53c7c3733,Professor Adjunto,100.505,FCM,2020
2c7ad3fc6d8f0f86f01582f00aec83251f5f311f53f5b31a9ee8bacde7be9439,Professor Adjunto,122.51,Garanhuns,2020
514ceee8957990ff3d63f64b15899680a3b4fb9bbd3cb0d76f218797bd524b9d,Professor Adjunto,22.9925,FOP,2020
70c54d1147a72eab4b1c15af4341ebe43da5b67ea94cf34c3db34fcd7cd077f1,Professor Adjunto,32.63,FCM,2020
d1170e7a185a4414b44418e4116693156fcd5bf6b01325f62c9d94b54a8e7279,Professor Adjunto,47.67,Petrolina,2020
18e7fb1a527168544982d7f41c01119f814087b7dec8c48f7461cd6ddbc3b283,Professor Adjunto,199.86,ICB,2020
e6c37de40ad1fd3f16f6c9b95f0c84fabe13f7d307edb816dbf882847bce3e09,Professor Associado,370.682,FENSG,2020
229022b4b7098c6baba34d512a4ab4151d4d6ec3d935850e399cb9bc06839b79,Professor Associado,180.335,POLI,2020
532b99869aafd10d089cb1529bff8b68ed71ce471282a7c7923083d25c33fe97,Professor Adjunto,6.5,ESEF,2020
e2cab3b1e096b0946c863f21e7dd93251e07b56785a2273db9952db5210120ec,Professor Adjunto,253.135,Garanhuns,2020
1235cec8194e10a7d5ed011cfbc6b70359111a86f1104586b8efa35cbe3f05fd,Professor Assistente,107.36,Garanhuns,2020
d4f819caa874f852f176016076b8b09a0eacc3f90409c87292554335b45ac3ee,Professor Titular,63.14,Mata Norte,2020
21e6fa5d37635b995ec641595f1b0d262c440ad00bb39e6f2d6581d41be8fdd9,Professor Auxiliar,,FCM,2020
c9637ebab1ccb44432465d2d0bf02fa3e8579032188d1563271a70f587ee20c6,Professor Adjunto,63.19,Caruaru,2020
005a33e76eed0d212af1433b554a5b23273e7489a243e9094fd5bda65c480de0,Professor Adjunto,27.84,FCM,2020
24db762af9849c8763dea34f51a22caf1304d44d8d6fb5dc50faf61a7f45356c,Professor Adjunto,149.58,Arcoverde,2020
302ca45ef33f3d7e5ed9f0f8d50ce75d60abc16a8bc99fa8169934d79c80e504,Professor Associado,6.5,POLI,2020
613d76b5ea0515c5cdc33d5b858c13c68e45532918e425bfc42c3873c5806699,Professor Assistente,73.005,Mata Norte,2020
cbfa809fffad1f3eae197f79b36a4e639b6258d515062cfb376f41fe5afbbae3,Professor Adjunto,200.56,Garanhuns,2020
878fb1b4c71b4ca4472b512292c14066a01a56fbae44cb5c8ec43a46e9a07d07,Professor Adjunto,81.13,Mata Norte,2020
62e73a77b0e5145fb2175e4a407144f6fa0a5c4de07f9b00468834f79ca2c0b3,Professor Adjunto,112.025,Petrolina,2020
3b77e879c560c1486bd8fa5deb68413db1ffd439cd4b2dd0333ca9a9fd3fd074,Professor Adjunto,82.59,FCM,2020
723fe98373692c2fa4f2eb3cacff56516e346888ef7897b1ba3e7210fd7a1360,Professor Adjunto,175.485,FENSG,2020
21900a4562e85ab2c649e492dcb098b14ef665df3c9946f0f10a775f3c97b036,Professor Adjunto,164.73,Reitoria,2020
0abfec7c21c5ccd9f4f23879908af664e8cd9d5563d474aa3eb0e9089c88b54e,Professor Adjunto,13.95,POLI,2020
c16d05b5bff2988a8a91c73e0847e08c333985fd69e8e2e04fd4f1aab9ba5960,Professor Auxiliar,,FCM,2020
66e3c77f50a3bc6fbb5d92e41795258e3e043c4ee80ebf852878f87b8be83d59,Professor Associado,184.333,Petrolina,2020
37a7df54707978595e0dda248cd6471ccd7f095273d052a38fa40feb4ce6d7fe,Professor Assistente,6.5,Petrolina,2020
4724a5939109d52347ddef7c1687f58e523861bc8a1b74422c8d9d850b7e9842,Professor Assistente,6.5,Petrolina,2020
