Docente,Cargo,Nota_RAD,Unidade,Ano
3d2703eef604bdf3e61e783a034b9ce45adfcf934415426ca08f894a09b3cd59,Professor Associado,342.28,POLI,2018
0e59efc85521d21f6e2eaa9e19c78a4317a777b843410dcf573104d720d95b06,Professor Adjunto,40.21,FOP,2018
159eb3915f2963a05c0f9517418bdaa890603b4c4bf33baa3f59f4bbe02eb82b,Professor Adjunto,49.19,FOP,2018
b189c83233a5336b47289b608327069c0b6176c21d1a8d4a094af588a7589376,Professor Adjunto,32.72,POLI,2018
b838f5e640f108e4f3b938abe441ca2e12ff27babf56e65c7e7a52cd6a5f435d,Professor Adjunto,266.65,FCM,2018
7487cb413916176ee6703d71072d3f9bfe9783c36115c8124d69f6abf567e56a,Professor Adjunto,64.28,Garanhuns,2018
4611fd1c8f6c49daa6e7d294783b95293bd6fd56e16527827308d4bcdecbf53e,Professor Assistente,41.67,FENSG,2018
e051cc216c693381249058e51c103b5553f216ef2b1be9e9e7e1dead73d49394,Professor Adjunto,,Mata Sul,2018
70c45b380de90893e11a2206254a20890bfa53ffa485db1427c3a3f1c19dda6c,Professor Assistente,96.92,FENSG,2018
39e755e785c8ea41a699c40447d1dafc8b61b43139f4269f7c43a4482bcb0447,Professor Adjunto,71.69,Garanhuns,2018
96d478901cc56e71fad15aa47aa1afa275571e13bfcba6cd8b0788f22aef1c30,Professor Assistente,144.47,FENSG,2018
6cb1d1293f92fe3ea1efc558c2ba70820d8461c770ab7168c7293906e7886630,Professor Adjunto,220.3,FOP,2018
90f04a327d1f0d0a7bcf1fe831ebc5abb1721da0dc9e6008c1ed3ff876a634a5,Professor Adjunto,74.88,FCAP,2018
636685eddeee91348db7723280f493546481a874d6c9e5e13d04252839d9e216,Professor Associado,111.48,FOP,2018
b3edc32dd64324e09bb2088f58298a2331565ccdd8810fc2f5a1464987ef50dd,Professor Adjunto,204.2,POLI,2018
cd8901cdcfcdfb511c65a229f667c0c4bafcf07ed61ff33e9b191a9ce83d3b95,Professor Associado,329.65,POLI,2018
32aea26f5ff126ab02a0c4076d3b52d5edfb3809be4b4d519aece48277a44fc4,Professor Adjunto,230.47,FCM,2018
4f412b6f3f77694979d54a134578f707ac32dfa1b7becd9cd5f9fd36ddac186c,Professor Assistente,,FCM,2018
4a78da6e610f29e8f30f8e38015accb55c03d3b99ad0d50398d29e08bc1f9dda,Professor Assistente,,Caruaru,2018
4bc0b1d5cfed48b470dfa3c8b79a1bee56c354a28c416ca7f854d92ac8fc13ea,Professor Adjunto,87.39,Garanhuns,2018
e20e5c6a8217ad29f09eb3c8b9f2fd4c91e846c2a0d9ba54d7182542ddc24e6c,Professor Assistente,92.03,POLI,2018
6fef755d74dc8458a86005d40aefaae18ad589ed719976257daec82d1a4f4560,Professor Adjunto,157.29,Mata Norte,2018
b5ae0d3d810c55796224577d75b4eb83f6d7e8378ce135d88db317882a62a48f,Professor Assistente,26.68,Mata Norte,2018
e5fc1824fac8d6fc8c43b3c6c902bee2f83480e6fb2aa14eb48b84b37ae92477,Professor Auxiliar,,FCM,2018
00e657ded25e0b36148216b3faf772a4d596b0e7c7df1363320d8444e50a1f3e,Professor Assistente,6.5,FCM,2018
fc7e57ea29ccb188a37a2f09354ccc8d3cc3107e7a862a1b9762fd407c5835bd,Professor Auxiliar,34.64,POLI,2018
df4fc9139df7cf7b4d1700d368abcc5723da137e7a287d14ca080dd727e8fdb0,Professor Auxiliar,6.5,POLI,2018
36505077075325210b75101ef6cd615eb8aacd3edda07c5f7347f293e63560aa,Professor Associado,126.21,FOP,2018
4d988829070015a95efd374d5db6f63c6ac10285ecf71b05ac1ed73ab4214169,Professor Assistente,84.01,Salgueiro,2018
3ad982091f7b7e25b827b61514c3868eea583430a849f4f47138c0799cb77007,Professor Adjunto,,POLI,2018
f4ee1f1c1e247e54b31b8116361ec11ad19046ed89434a7b5e1c158fc8334bed,Professor Adjunto,169.23,FENSG,2018
eec6cc81c98e361a7d98efcccaee693390c7c70564d1d3b5740c10093bb81947,Professor Adjunto,133.01,Mata Sul,2018
014915345227cf68c960bd2f2fe872a8da9bd530688b98f1399ff6fd8a21fb8f,Professor Adjunto,140.52,Garanhuns,2018
65eb542b1a18093172b4ef92e501dfb347da6428b9781180782540974b37041f,Professor Adjunto,15.49,FOP,2018
79b18878a1af8030612cdda340d7a77c1235fca17918c96f8f3e9c0beca0bf5b,Professor Adjunto,111.48,ICB,2018
9169689e3c3083b1b33c5a239b9b30d9406d09ceb9358ce370f2a75616f8dad3,Professor Adjunto,79.73,Garanhuns,2018
35447327b72b856abd947c0e15f5b07f496b965ec694dbb6defc5bdafd09e4ff,Professor Associado,105.62,ICB,2018
206f8cb2b1fbb35293414fcfbca43fd463f8d72218d258a4f2f9246678e04bc3,Professor Assistente,100.26,Mata Norte,2018
14f5c3089b2737665019464e38a243f276bbd15bf8d15cb62167d9fa366dcd93,Professor Auxiliar,20.1,FENSG,2018
cdf1a307d9b207d6b23c775d385f4ffa1481c7e66eed693ba3c27b1dc59d83b8,Professor Associado,193.63,FENSG,2018
57c3d6788701520664f9ac6232e766b69f03c2697fe37732b0a4f2a185004492,Professor Assistente,90.69,Garanhuns,2018
64054d8092ebdd04ae20aadbe8ef3f168495fa514af6865e12f421470c8f7cb7,Professor Assistente,56.45,Garanhuns,2018
40bf6b5fe79706395ced5fa7ce863e02ca513d102ffa20f195425f569da1390b,Professor Adjunto,92.23,FCM,2018
2d5f70cf18ae5ebd339c2d4c6437da9116a93aa2c3120ffa5e708a57f7ec4771,Professor Adjunto,54.18,Arcoverde,2018
38a26b7e6efa0db1877a64234a764f1e0812077625aa6330bd1ee757623db132,Professor Assistente,,FOP,2018
ee5164be9a10f8cc8ee3a9a7a8fd123a380c72bb54b8cfd549ae87a822a21d8c,Professor Adjunto,12.57,FCM,2018
e24ad6b702a69c6fec9314d758f01e38e637dcf6e096da28eed9a128fdc2a7ca,Professor Adjunto,175.43,Garanhuns,2018
65666de0a00de69df48ae59091c64ce91eb8a187ab91f5a3c91ff4d575b678a7,Professor Associado,293.18,POLI,2018
64aa53729030bf3b196c0344337c16830e915d8dea634faeeb2823761fcd677f,Professor Adjunto,91.49,Caruaru,2018
fa47273b0c9cf6abc66c83bbf130a1a7a019d1ae4bec6cce5e483ed32affd96f,Professor Adjunto,,Caruaru,2018
78dbe642f11ce0c4ecae0c8eeda5e8935300ace8b9784bfeac6f986ec396a35f,Professor Adjunto,55.56,ESEF,2018
99d77b74e209d6a7ca1698818ba82a89732553d34b7fadd3a3e110dfa1a9d082,Professor Adjunto,81.34,Caruaru,2018
a8c3e4d23f6be81db6aee765c520cab0df9656a7266cd819852fb0e149f15e19,Professor Assistente,70.78,FENSG,2018
3e588718b6e4d96fd4d9bdfbdbbd2811df7e037e9682fefcb714c0aa38a86bad,Professor Adjunto,62.0,ICB,2018
03a06d86f640c84e02e4508715daa5218d376dcbbfb8fa8f87c2655a631cf4c3,Professor Adjunto,65.14,Petrolina,2018
e219527d887f071057f73aded567c04ad6d69b0ae517df64dc484d1d05e7f7a3,Professor Assistente,178.84,Petrolina,2018
6aa96aa13bc4f199b8c06d5f92f829538ee9c54430c78fc132ac3eb27d66b015,Professor Adjunto,107.73,Petrolina,2018
4c6b9b934a06bc2eee4e09253f71e708b4fac41aa2c5236dc95d15db3ecdeabd,Professor Adjunto,40.04,Petrolina,2018
a3701d7ac98115167434a53015d15bc0c46517a46deafceaa233d512b880c388,Professor Associado,247.28,FCM,2018
0db511f8d2b0a75615027758ac8df327761ca0d8dc4f4dfc296cfa31bb0fc062,Professor Adjunto,114.45,POLI,2018
f22220753bc0e07241eb0936b4066714c1c60f4a2be3eb5a0be7a82283289806,Professor Assistente,106.71,Mata Sul,2018
03b1101c22e41e0854ac2942b5f28789d7d83bf789f87c2a19aeedb844b9f29c,Professor Assistente,54.35,Petrolina,2018
b6302de161b5659084f9230894fb66b9aa3fdd2b965bce4c8795e1c9f531c4f9,Professor Adjunto,97.9,POLI,2018
ecdfc7e6d15e6705d77eaf214762e16ac83808b3023a74b27cf4f895b6a7e465,Professor Auxiliar,105.04,POLI,2018
bbebcd7d69a8e053c78f835a91bf51cf9501f0dd5eebbcf55db7cdb84defd3c2,Professor Adjunto,18.25,FCM,2018
7d2cdb025c6090741cfd367d734b8d39fa5470617bbe28b5600ac64e78052e5c,Professor Adjunto,117.14,POLI,2018
26a5ee2bf20ecd572f5c88f02e297722bba3c8e28f67837c6595fc911ff0b235,Professor Associado,135.11,POLI,2018
fffc4231760057744567af3c3a9547515b67c2d23dab02a87341036627901573,Professor Adjunto,,ICB,2018
f57991cb3f1c45171108466aaa1ee3bc543ec74d10c1ae9f436f69884e36de97,Professor Assistente,133.59,FCAP,2018
61aae9866737de88b834367b86366df1198ed6a5e696ff1448597cb7d44df7e0,Professor Auxiliar,14.37,FOP,2018
5dcb0d2704c976d1badc84c20640808522b34e84da646683fdb5225b0c3d832b,Professor Assistente,46.75,Garanhuns,2018
efd0a3148e2ac079c1dd26bf453c666fda69f3edef8b5127219fd159d6549f33,Professor Assistente,12.06,FCAP,2018
eef557c8d2be0744e03becf0215bbf82f71801308e5d89e3598ac45a2fa58e8c,Professor Assistente,,FCM,2018
f599494088c81970d18b31f2cd7bcc8f8af9c2c56b0b056d50d96d0343b0cc0b,Professor Adjunto,264.12,FOP,2018
caa3e8311f073a17c1bee5e8f2284fe20695b47af1c759f29fdb1150cabcd176,Professor Adjunto,156.57,FOP,2018
16adc2f18817fbf80463b0a84a29e96db82a45ce22f532c871c21c060bcb53d6,Professor Assistente,,FCM,2018
5d24092be6cc64339739c147d533ca53ad7ab776aa9e0e91b9378d9f46c37255,Professor Assistente,99.74,Garanhuns,2018
5cf3426b0809372a497e7239c53ee9cccd42e1fa3f2d625e0758da9f74acce42,Professor Adjunto,173.49,POLI,2018
a04b1c99f5cbcfa3e3da8ea0b02470aade06d7798081d3458fa7ad1fe13f41b8,Professor Adjunto,,ICB,2018
0438963200ec49f10ded0bb7b71241c613c001868b2ced705c7aa84e58d98712,Professor Assistente,,Petrolina,2018
bc81b251c5ad553e173045a9e0aebe81e21dedde49d4a508ce559e91d38c69ae,Professor Auxiliar,131.75,Serra Talhada,2018
633ef6e94e061744166f162424bf7a53ed0b81c46fe6bec36b34de5ea3d62de8,Professor Adjunto,24.76,ICB,2018
6012a37fdb9b5fd4a82c792c6658639210f389aca8d2015f81cec4c3751e7622,Professor Assistente,,FCM,2018
1b1e740ec2a936d46fed758fecc42fd159f965864d1b313752221becce56e0c1,Professor Adjunto,24.78,FOP,2018
e6cd5995ef86d6c175f8285bfbabd4fa5a5b17dc55f2e069645d7612590e8933,Professor Assistente,97.65,Petrolina,2018
3a59862b546e20deb6022ed90109ce3d24de79c2c94aa903f86d81d723bd8f84,Professor Assistente,,FCM,2018
66b45a42924c9f331981a046f157df70a0c0d60afef5fc45d43e5c5c286a3bc9,Professor Assistente,22.75,ICB,2018
ed51d546a5f323e9144397d5cb7eb8395ae98898d59cd456ee1c18898841b66e,Professor Adjunto,121.78,Mata Norte,2018
713777560da71749b4cfd3611b82efd12888266a1731ac793a2837dce4b79d7d,Professor Assistente,47.97,POLI,2018
165176ff22715ed2ffee395551ccd618cb061b4a3969a3dccae5e2e83c66dedb,Professor Adjunto,96.55,ICB,2018
fb3a3c5b883a09272db0fe3ce79c8ac946a242d826c3237da045e3c7995f63f3,Professor Assistente,,Mata Norte,2018
3b74b64808e680a7524d4821a8e3c77dcd62dc65d4c91033e1196d2cc1c66dbd,Professor Auxiliar,59.51,ESEF,2018
cd8721043182c81f0dc8dfd6000746e87877b6d98ab3bb6b206c811db8f62ee2,Professor Assistente,107.61,POLI,2018
999886c64057a7cf478c5ec58ade864856c8cb5621e70185755e0a2bb75eb618,Professor Assistente,102.16,Mata Norte,2018
c0dc6245d3d9c6ff9c5bd918b3c91051c389acd183367dbcf73aa559c851b8a0,Professor Adjunto,125.21,POLI,2018
e88afcc0f5c277606e51adbcfde56de197790ef753e16a5aed45dcc32287a977,Professor Assistente,48.13,Petrolina,2018
24e0c8abd482eb2839bfccf31775203e520ea1ea80d8223b1f56df19313b253d,Professor Adjunto,131.39,FOP,2018
18fd33bd13d713a863887f92863ba00ebd0b8c2a481d6348deabf74de57ca5ae,Professor Auxiliar,7.89,FENSG,2018
924f64e5ad0ab13cd80efeb20680dfce91575f32c5f0734e15485c49980e6a95,Professor Auxiliar,6.5,ESEF,2018
755581bf4f86a915c2e98eac317d200690b169d44b722f13694c4200c8efd86c,Professor Adjunto,237.89,FCM,2018
9b253e2f83429bcd4258ecfd7928e6860535e37cf37c5fe4a7a200c43c354e89,Professor Adjunto,105.14,POLI,2018
6689c320dc33f555f7cc29a5250413bd78758ed2f152fdc315e469642ea75ae9,Professor Assistente,,FCAP,2018
c9f8f8dd25f14e3e66ae56bdc04f1468a2b66d3d6cf51ba5bb998c31a2c50eec,Professor Assistente,,Petrolina,2018
069508eca6d7362c3d6107e21964e9ff0304529230d8e6f64a4fe72182a08772,Professor Assistente,82.72,Reitoria,2018
99b7424d371c8bc92e701eafd02ea4ba521dddabe3b54aae1da8e5df7b152941,Professor Auxiliar,7.94,FCM,2018
8696e3a8b9a40b14723225fc10bf5c36f0d813d6aff6e8ef05884034d75b2030,Professor Assistente,25.76,FCM,2018
a1881218da1233ccfce9fdafa86488f9b259e6d3abdac94353e4224b4ffef97a,Professor Adjunto,92.9,POLI,2018
22cfd3e2e788908e907d48f99002d9629be9f5951686fb58cddf59563fc9d6f1,Professor Adjunto,253.87,Mata Norte,2018
bb60d99f825bd33cce3586dfd7489e28598147ac6755be88a6e9d2e0d43c8756,Professor Assistente,9.64,POLI,2018
7058c17d6a79a98f29aea2848330df5c65cab17785c58c418e82db5357edf1d1,Professor Adjunto,48.19,FCM,2018
d305f183a6e822919b34e5dd3e85eba031ccf96b2d00b25d6339a6b4ed93f08e,Professor Adjunto,39.21,Petrolina,2018
a2b7fec1b7a0ffd4d7e5cb9ad5ed2f3eb923606741bc478240450537bfcf6215,Professor Adjunto,72.39,FCM,2018
84f6538c18a97dcb77c54dac3be85fe762d951a39ae257b3ae8e50041ba5bb12,Professor Adjunto,181.71,Garanhuns,2018
3666012be4540fcf8ab29bf3d9693d8a42c6652e2e9dbc6b712c3e157be31ded,Professor Assistente,,FCM,2018
c51efaaf89228643aaa8864cf2fa65c8c661a671bbd03974f1790c4231c92d2e,Professor Assistente,71.19,Garanhuns,2018
ab6d9a4eee392032d4a736599c90b1a8c7ca6a32acecf7d43389149211b91ad3,Professor Assistente,31.26,POLI,2018
b9bb10f9ab349440de084da44e2771eebd7002b1f320500b8f06e6840ca81d4d,Professor Auxiliar,,Petrolina,2018
9b0fc0cbcd07d51d1eb8370ad259248b555cde3ae832d2ebb1e3cb89beebeb0e,Professor Assistente,159.5,Petrolina,2018
3fc173b1860157556934b6b39348b7d181387c5c629fe04ed33f1c078bd6355a,Professor Adjunto,119.18,Petrolina,2018
b8e045c3d59d6c4d040ab1cf3b21268bf430e1665b336854dffebe7567f2ee7c,Professor Assistente,,Petrolina,2018
3454bca1ded7a1950f84cc423b967048ee1185b7f8097233ab5f2dc2a3019d1c,Professor Adjunto,58.61,Garanhuns,2018
221bc54a9fc0521cc454ce1148107ab53029ca339d5332430255908a19b3648a,Professor Adjunto,88.75,FOP,2018
4a355ddc35376700cf31b9b4555fd9f9b521c106b68c11ddffbd23dafe7b8d81,Professor Adjunto,87.46,ICB,2018
9a83cce9135f87e455e7ef6ad3e9ebaae3753bf7a3b4c8d4f93199827d9359a7,Professor Assistente,,FENSG,2018
35c0b1390675d5225fbc241aa1af39e1628b913ba9bf8004943e8136ee1e5a97,Professor Adjunto,128.99,FENSG,2018
aa7e8c9e75f6d7cfb879cda16f12fff5bab678d7ab8b972a251cf6bfe7680266,Professor Adjunto,133.73,Garanhuns,2018
7403fef281f96baae423e50b18b1b0d87fc8e189889f44647c3a091da505c8fa,Professor Assistente,72.08,Mata Norte,2018
af852d443baa3e056edf87dce3aa0d4a8eacefc06a30976032144fb64b6a72c2,Professor Assistente,11.25,Garanhuns,2018
3434d26c8865eb81a138ea32def2e2af80b070ad2004f6c4c3120a6bfc6f8520,Professor Assistente,44.99,FENSG,2018
2fe86dfd4d09fcab0fdf28962c2c75b1802e1302a89b61412196de1c924567c1,Professor Auxiliar,188.89,FCM,2018
8d4deab25d0adc665325079c0565807e6719faaef3e3c1506bec4a92d27bb82d,Professor Assistente,46.85,Petrolina,2018
0cc1c380c389457428054b1ad1b93b430fdfb0402863d275b8d587368678fbb6,Professor Assistente,47.03,POLI,2018
b02a5b20aca46d871c2ec211714f8d4bb78276bf484be51cb9fb18a2cfb3e167,Professor Adjunto,76.34,FENSG,2018
9d2cc90e3d804d49294fcd372a628b701b5f751073ca6c230f76bf38a6655449,Professor Adjunto,69.5,HUOC,2018
1c314995724563f546d7c62eac76fb77dd146c8facb699f572778acdb68557f9,Professor Adjunto,58.06,ESEF,2018
a33c7133695b3d62fa5d68923e0743b4c61ca714bc8814d610e28d0987811512,Professor Assistente,162.34,FCAP,2018
ad366a37d7d522bb6ea5cc892b01e21a214e056e3606e20b2f1ff97a99661596,Professor Adjunto,143.69,Garanhuns,2018
78b598dcb2a97ad2c5dcb8c4faecf623a4beafd25202689085836b560afa51ea,Professor Assistente,23.02,ESEF,2018
018397aeaa44d4923a5f6bf6e818074a3e8f140154813355e603720154e4fdb2,Professor Adjunto,120.66,HUOC,2018
c8c178f0eca526770276d7a800f3f1fb969fcf52cf85b05c7fe0f54d4cc16246,Professor Adjunto,141.12,FENSG,2018
5d7368973609aab783c2c2e1d739dc0c5b82bad3bf6b433f706a469b33e9b271,Professor Adjunto,6.5,FCM,2018
e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,Professor Adjunto,217.3,Garanhuns,2018
f1753dd14a161af0d68332e56e14f5ff35ddc16a763ee1c4dcf784367bfa7ca9,Professor Adjunto,129.14,Petrolina,2018
12710e4e7006de2cffd23b3411eb24655848c144c28ee67daa131d8a9c85f067,Professor Assistente,88.92,Garanhuns,2018
1bae44118bac81693e837614c58e63c07e0286660229bd9b49bcf912576b6d5c,Professor Adjunto,,FCM,2018
62fc965210c2908953834b3442b8fd4e966222f4a6f30a7495eb286de7b1c9cb,Professor Assistente,96.1,Garanhuns,2018
36d5c6283b9ab92e6be524763e2591de66ca0ff0d80aebe4a4560e6c94ba5ead,Professor Assistente,,FCM,2018
0513048fec38b5f40258b37334cecb6c0c8ef59d7b893f7275ef37eb81cf16ce,Professor Assistente,38.64,POLI,2018
0e6a6e4fc20a7918f1e4f7c7846329f8549efd1e20fbc2daad466c641632913e,Professor Assistente,9.14,FENSG,2018
217b0d101cdb44883d00158e2cb32b1c96f1aa13ed7b9cd9b73ebec96ff98859,Professor Adjunto,383.01,Mata Norte,2018
abeb8e3f97f249e5bd370ba96b33c4f04a99d349e1c3291c4f32ba15cb010a24,Professor Assistente,60.27,Petrolina,2018
c4843274e34c3a43376d40140e418c32e20586fa6fd75352fe8799fc99c6b2d7,Professor Adjunto,165.19,FCM,2018
16acb8d80ab08e80ed522af6388cbb012fe1a2c97617e3d3c31bf46b38dde1e6,Professor Adjunto,27.09,FCM,2018
d7d174f191c83119c9c4864eea9bb0b3333acd68540bc0f716fec4197e659d9c,Professor Adjunto,26.62,Garanhuns,2018
6c6f98eadd5b05072242f1f6291d897514e07bb011f2208f7570d09b4dd4845b,Professor Auxiliar,8.22,ICB,2018
8af6f4a8ae5e55e7e2de13215c31e78e43aa26da4b5d277a9a539dc55f626987,Professor Assistente,59.46,Caruaru,2018
23a2389d78a5a4868ee4cb0f91b8d90bd1ea51be115c46264484dfb49f72932c,Professor Adjunto,53.98,Garanhuns,2018
1444b947c0eefc4a07fb5be6e186e815723c56dffd7711fafc8d09ffda28b1d9,Professor Adjunto,55.89,ICB,2018
21517decf768dc53c6a185917198306984d63262cb092a5495f3e9b3d279652d,Professor Auxiliar,76.0,FCAP,2018
0fe4967254d5c82282334241867d3961ebd316e2c6b18eac738cc4686042b856,Professor Adjunto,97.92,ESEF,2018
25cb890f876d34e19952244f7614212b7086247cfe50c243fd2cf24e65295d8c,Professor Assistente,99.09,Caruaru,2018
f478525457dcd5ec6223e52bd3df32d1edb600275e18d6435cdeb3ef2294e8de,Professor Assistente,,ICB,2018
760f69fbcb6491ccd9aa9217788d3792f77767964278aa45e6b1514cfcff1fc9,Professor Adjunto,128.78,Mata Norte,2018
fbef3178f07ad9e37035721647bc8caf1e0784c8e92f69dd5533f3df3646df2b,Professor Associado,145.59,POLI,2018
ae5038a8e67688affff13ffd6d9c637ad99ed43a0cf49d64a03d67c43f887d23,Professor Adjunto,77.96,Garanhuns,2018
1db2df99d58ccd480c3c7af85c344e8c91e8a5d03207a852f4f6a99761f9c079,Professor Adjunto,42.19,FOP,2018
eb08dd8bce4872fffb41eddd0be380b1a3a106546e5932f0e41354268d621202,Professor Adjunto,60.83,FCM,2018
9c9ed6df05ee967e9d449ff03fb9caa5e9eca85c8bb536a4011fb9f66e0458a8,Professor Adjunto,142.57,FCM,2018
7fb430f19b2cf0fbaf01b4a8cb96a635358ac0a71fa28f0d67183fd810393982,Professor Assistente,64.65,Garanhuns,2018
c17ec73c802422d05391fbab496c2c62d81885e435bb313ce4446e049809c675,Professor Assistente,144.69,FCM,2018
ea4ed8ca26c6326e4c4895809faab944e74d0d670d1d273111f91b0a3acd376d,Professor Assistente,,Garanhuns,2018
facfa8117d2a70162d473ab0962f8848fb16c96be2eb125387856e53d72050fb,Professor Assistente,76.71,FCM,2018
51dc77bf14a73a8ac12ab4a5762994d2484b09e4f9dd6e4ceed6384a17d1af38,Professor Assistente,59.05,POLI,2018
535dbd61c8503f28e696d67f1f682de35bffbb9e10b6f701876233e5b31a2484,Professor Assistente,219.12,FCAP,2018
420e9d55f6edcfd87b4f55ee0a90c18fabf3458bf2e6a1dfcf59dea52ae7cb27,Professor Assistente,19.65,POLI,2018
6584c73fb2f4a66fcf1fb52a649d84da0fa71abe6c9b54d959d7e15f8f277190,Professor Assistente,39.63,Garanhuns,2018
ab4a1f9164105f10ccdc912395a4edda67011b5d4eb13b2f4bfd5556434e6425,Professor Assistente,,Petrolina,2018
d1eb2a49a9a10f4b41ce1c0d87e05ca0f6742c5fccaecd439664405cd4fa52f7,Professor Auxiliar,,Petrolina,2018
88c7d557b5b7d889ab817dbc0fa0bbecc7e4950fd7479834d6c91f1cd5368f8d,Professor Adjunto,110.28,Petrolina,2018
ed2f28fc9c1f694124c7be7f53ed592426d0ddd07aa57d6aaaa53aef1dd7ef45,Professor Adjunto,159.46,FCAP,2018
1f42eacf0d1f539d6abc57d32b1afbb457dab6913702c34affa4fc081fb1207b,Professor Adjunto,,FCM,2018
c1ba2ec6b0f7580de118963dccd00a5d763f5cf1db889d07a70a7c4e73df9a11,Professor Adjunto,189.32,Mata Norte,2018
744d67405434e847dc042fb8ed9183512e8086e46de6fd31d769c58f5986cada,Professor Auxiliar,,FCAP,2018
89999daa9d362b62dcb27aac6fc7564257860419d2c69d37eb1914babf9477fb,Professor Assistente,17.2,FCM,2018
98dccf31a59f5d6c953b5246ad17d6b7d9956d4cadaabe3655104fd4eab577c7,Professor Adjunto,51.78,FCM,2018
e8eda55dd9005034f5fe5c7d0bbbd0729cb8f6c9d5215c5937858c0820d1d1d3,Professor Adjunto,72.28,POLI,2018
0c38513f3b7bb6d76f469fc436fd0c57f5e9c2fd8c906ac803415c9de5dee78d,Professor Assistente,53.73,POLI,2018
726b564aa662b0f5635e7070fc47333164b197990244ad273153bf33b7ae76ad,Professor Assistente,,FCM,2018
a4a6bf31472066574215fb26bfb4625927320ab9684e1d1a30957a74f56e2a6a,Professor Adjunto,40.73,FOP,2018
97fd7748dbaf66cf068bec498cf77f1fe2341383cfe3fbb5581b450dbccd12e8,Professor Adjunto,192.02,Mata Norte,2018
efe1ffceee7da3ae9529b7c8dc021ca5a0df0b5a88f8237b7d2870f6c696acc7,Professor Assistente,83.59,POLI,2018
c802048a05a2f7945f9bdbbaabccbe678eb773765a2f07f172b6716b0edbb1bb,Professor Auxiliar,10.12,POLI,2018
3919ebdfbcc4dee985842a4bad8f52836cb56496b5eb29a5f6bdd53b80d95228,Professor Associado,197.02,FOP,2018
b005cb2aa7481e3ef5700b5f2e2b26e9eb2c9f522ecd6af45fbe084e28ff9287,Professor Adjunto,62.2,ICB,2018
9b11d2792b17459a28df1eba69b72b6abf6aba2a84bc684e514485f531cfef8f,Professor Adjunto,57.39,POLI,2018
4031c4baef939d85d6501da0da4b9378a6d1c44ab5daf86a4c3920903a06d00a,Professor Assistente,,Garanhuns,2018
d3322b22f91accd5a269125524ea863f0a596ecccbb75d3f834386a63f4e13e6,Professor Adjunto,39.55,FOP,2018
c6171911774865cfcc9012056c4ab635e032dcc14026597f2005cdd007b87477,Professor Adjunto,,Petrolina,2018
7b2f9442cf1e34c826b60c4dcbce6bd4a7ce4162607768e41e1b368b1427e3b5,Professor Adjunto,100.23,ICB,2018
1fb1051936a4b9604bc2037442f0aa1b0a8d739ed11d05252f09bb191bce6156,Professor Adjunto,57.58,POLI,2018
d74b4da2ea03a57567e5cbb8b2027ed4a08f312b83df1dbf635911f40746ea84,Professor Associado,118.59,Mata Norte,2018
523879b3489d452e39aa5c5455c2195db55ba75c08f63b2589632afd289dbd28,Professor Associado,254.33,POLI,2018
292f9be7be8473b99ce8479fee99784775bd2cc6c8ad94c3c48e35d3da210191,Professor Assistente,101.56,ESEF,2018
97b3cb22745e89d7b6da0c45a242eeb35207ee392b7560de28b251565bdb375d,Professor Associado,512.38,Reitoria,2018
49c7a0d2a907690e82cea9ec923603ff68e8e9f4db82d0c78e964f4c153ec99d,Professor Associado,,FCM,2018
f30622cc8b31b2ca3bf2b27a1fb9caf3dbc73e115258b30f89bab5bcd5ad4e3d,Professor Assistente,159.18,FENSG,2018
876d9daa0b9632d6ad81fb4931cbcf65824374306be20e7f530563db6c3b561f,Professor Adjunto,103.66,FOP,2018
e96960d0d5498dae59178ab48bd0133e974f53177a2890da56841b4c0ae7c15b,Professor Adjunto,96.67,POLI,2018
e4c34958ea696de20e5835e4cb6e1bc8b03471c86eaf89a39c8853510a35fdb6,Professor Assistente,142.7,ESEF,2018
20a2cc167b26b1ca14bec18fb70912552362a27c57aa5b2655a1a5a7833307ff,Professor Auxiliar,92.62,Garanhuns,2018
2b760d78e73642fa765306fb1dba2c3c4201471158ac7c561241b2f7486bf85b,Professor Adjunto,34.13,ICB,2018
5397d84c448f814179bd13e49018d6f68680fc748f22f1db0a402481597fe1bf,Professor Adjunto,,FCM,2018
52780b995a3d2df7e1b6d874894a97209b926e92b15fc3eec5b497e17dac8ce4,Professor Adjunto,59.6,ICB,2018
aed93f10282b965c41d147a4b6921024013bac250724651cbfe79be0f3fab286,Professor Adjunto,104.23,POLI,2018
06a3ed3022d7313e540f418e791f464ddf523413aed66416ff0e1a5ecdfb697d,Professor Adjunto,64.19,POLI,2018
978da0645b9f5399089134cfe0a0cc6f8f96aac81e3b80811e999ff61d912fc8,Professor Auxiliar,36.47,FENSG,2018
fbfc72f30fdf95c7c08d35c994f59ff699425a9c83807e64221205fdf8dbc1de,Professor Adjunto,88.91,Petrolina,2018
8146b1920ea5cb1642c555d42855745f038bb50e51fd60f1239f92a079d46976,Professor Assistente,30.64,ICB,2018
6352a54801726554e812007a94389ed8718eea9d9c9849454a0d08ee6bbffb91,Professor Auxiliar,24.83,Petrolina,2018
db676755b8f756a391ab5a24a3214114eba0e96209635e7d120c82106cdf8c2d,Professor Auxiliar,20.0,FENSG,2018
95ae52c989635279ad70b0f7ff934c9f73b762c4fc6bf73d94aa6e59385af4f7,Professor Assistente,,FCM,2018
